program	description	title	author	real_name	source_url	kind	section	tags	collection	series
adventure/sex-mission.txt	adventure/sex-mission.md	Sex-Mission	Евгений Кузниченко	Евгений Кузниченко	https://lordbss.narod.ru/pmk77.html	game	adventure	classic	lordbss	
adventure/skazka-lordbss.txt	adventure/skazka-lordbss.md	skazka	Владимир Трофимчук	Евгений Кузниченко	https://lordbss.narod.ru/pmk105.html	game	adventure	classic;fantasy	lordbss	
adventure/skazka.txt	adventure/skazka.md	skazka	Владимир Сивицкий	Евгений Кузниченко	https://lordbss.narod.ru/pmk69.html	game	adventure	classic;fantasy	lordbss	
adventure/sokrovishche.txt	adventure/sokrovishche.md	sokrovishche	Евгений Бредня	Евгений Кузниченко	https://lordbss.narod.ru/pmk167.html	game	adventure	classic	lordbss	
adventure/speleolog-dolgushin-notebook.txt	adventure/speleolog-dolgushin-notebook.md	SPELEOLOG	Александр Долгушин		https://vk.com/wall-115251268_97; тетрадь Александра Долгушина "Мои игры МК-61", Рисунок (54).jpg; Рисунок (55).jpg; Рисунок (97).jpg: указание авторства	game	adventure	manuscript	dolgushin-notebook	
adventure/speleolog.txt	adventure/speleolog.md	speleolog	Владимир Лазарев	Евгений Кузниченко	https://lordbss.narod.ru/pmk228.html	game	adventure	classic	lordbss	
adventure/sprut.txt	adventure/sprut.md	sprut	Владимир Сивицкий	Евгений Кузниченко	https://lordbss.narod.ru/pmk132.html	game	adventure	classic	lordbss	
adventure/stalker.txt	adventure/stalker.md	stalker	Владимир Трофимчук	Евгений Кузниченко	https://lordbss.narod.ru/pmk108.html	game	adventure	classic	lordbss	
adventure/strana-monstrov.txt	adventure/strana-monstrov.md	strana monstrov	Владимир Трофимчук	Евгений Кузниченко	https://lordbss.narod.ru/pmk197.html	game	adventure	classic;horror	lordbss	
adventure/swamp.txt	adventure/swamp.md	Swamp	Александр Михолап	Евгений Кузниченко	https://lordbss.narod.ru/pmk138.html	game	adventure	classic	lordbss	
adventure/tayny-okeana-3.txt	adventure/tayny-okeana-3.md	tayny okeana-3	Сергей Чурсанов	Евгений Кузниченко	https://lordbss.narod.ru/pmk133.html	game	adventure	classic;naval	lordbss	ocean-mysteries
adventure/tayny-okeana-4.txt	adventure/tayny-okeana-4.md	tayny okeana-4	Евгений Кузниченко	Евгений Кузниченко	https://lordbss.narod.ru/pmk134.html	game	adventure	classic;naval	lordbss	ocean-mysteries
adventure/tayny-okeana.txt	adventure/tayny-okeana.md	tayny okeana	Михаил Храмов	Евгений Кузниченко	https://lordbss.narod.ru/pmk131.html	game	adventure	classic;naval	lordbss	ocean-mysteries
adventure/teleport.txt	adventure/teleport.md	teleport			https://sergeanvarov.github.io/russian/mk61/games/%D1%82%D0%B5%D0%BB%D0%B5%D0%BF%D0%BE%D1%80%D1%82/%D1%82%D0%B5%D0%BB%D0%B5%D0%BF%D0%BE%D1%80%D1%82.html	game	adventure		anvarov	
adventure/terra-incognita-dolgushin-notebook.txt	adventure/terra-incognita-dolgushin-notebook.md	TERRA INCOGNITA	Александр Долгушин		https://vk.com/wall-115251268_97; тетрадь Александра Долгушина "Мои игры МК-61", Рисунок (56).jpg; Рисунок (57).jpg; Рисунок (97).jpg: указание авторства	game	adventure	manuscript	dolgushin-notebook	
adventure/the-goonmaster.txt	adventure/the-goonmaster.md	The Goonmaster	К. Бокач, А. Грубин		https://lordbss.narod.ru/pmk58.html	game	adventure	classic	lordbss	
adventure/the-land-of-psycho-lamers.txt	adventure/the-land-of-psycho-lamers.md	The Land of Psycho Lamers	illi4		https://mk61.narod.ru/game2.htm	game	adventure			
adventure/treasure-cave-demo.txt	adventure/treasure-cave-demo.md	Treasure Cave Demo	Serge Anvarov		https://sergeanvarov.github.io/russian/mk61/uf/demo.html	game	adventure		anvarov	
adventure/treasure-cave.txt	adventure/treasure-cave.md	Treasure Cave	Vasiliy Zakharenko		https://img-fotki.yandex.ru/get/44951/137106206.6d5/0_1d841d_dc897752_orig	game	adventure			
adventure/treasure-hunter-2.txt	adventure/treasure-hunter-2.md	Кладоискатель-2			https://sergeanvarov.github.io/russian/mk61/games/%D0%BA%D0%BB%D0%B0%D0%B4%D0%BE%D0%B8%D1%81%D0%BA%D0%B0%D1%82%D0%B5%D0%BB%D1%8C/%D0%9A%D0%BB%D0%B0%D0%B4%D0%BE%D0%B8%D1%81%D0%BA%D0%B0%D1%82%D0%B5%D0%BB%D1%8C-2.html	game	adventure		anvarov	
adventure/tropa.txt	adventure/tropa.md	tropa	Юрий Волков	Евгений Кузниченко	https://lordbss.narod.ru/pmk144.html	game	adventure	classic	lordbss	
adventure/tutankhamon.txt	adventure/tutankhamon.md	tutankhamon	Сергей Чурсанов	Евгений Кузниченко	https://lordbss.narod.ru/pmk194.html	game	adventure	classic;military	lordbss	
adventure/twin-peaks.txt	adventure/twin-peaks.md	Twin Peaks	Евгений Кузниченко	Евгений Кузниченко	https://lordbss.narod.ru/pmk13.html	game	adventure	classic	lordbss	
adventure/winner.txt	adventure/winner.md	Winner	Mikhail Pukhov		Tekhnika Molodezhi No. 7, 1987 (KEI)	game	adventure			
adventure/wumpus.txt	adventure/wumpus.md	Wumpus	Евгений Степанищев		Авторская игра Евгения Степанищева, 2026-06-28; MK-Pro source: examples/wumpus.mkpro	game	adventure			
adventure/xena-princess-warrior-dolgushin-notebook.txt	adventure/xena-princess-warrior-dolgushin-notebook.md	XENA-PRINCESS WARRIOR	Александр Долгушин		https://vk.com/wall-115251268_97; тетрадь Александра Долгушина "Мои игры МК-61", Рисунок (48).jpg; Рисунок (49).jpg; Рисунок (50).jpg; Рисунок (51).jpg; Рисунок (97).jpg: указание авторства	game	adventure	manuscript	dolgushin-notebook	
adventure/yantarnyy-gugon.txt	adventure/yantarnyy-gugon.md	yantarnyy gugon	Владимир Трофимчук	Евгений Кузниченко	https://lordbss.narod.ru/pmk73.html	game	adventure	classic	lordbss	
adventure/zamok-s-prizrakami-4.txt	adventure/zamok-s-prizrakami-4.md	zamok s prizrakami-4	Игорь Вершинин, Сергей Чурсанов		https://lordbss.narod.ru/pmk192.html; https://vk.com/wall-115251268_97; тетрадь Александра Долгушина "Мои игры МК-61", страницы 21-23	game	adventure	classic;horror	lordbss	
adventure/zamok-s-prizrakami.txt	adventure/zamok-s-prizrakami.md	zamok s prizrakami	Сергей Чурсанов	Евгений Кузниченко	https://lordbss.narod.ru/pmk191.html	game	adventure	classic;horror	lordbss	
adventure/zamok-satany.txt	adventure/zamok-satany.md	zamok satany	Сергей Устюгов	Евгений Кузниченко	https://lordbss.narod.ru/pmk66.html	game	adventure	classic;horror	lordbss	
adventure/zloveshchiy-chertog.txt	adventure/zloveshchiy-chertog.md	zloveshchiy chertog	Евгений Кузниченко	Евгений Кузниченко	https://lordbss.narod.ru/pmk65.html	game	adventure	classic;horror	lordbss	
adventure/zona.txt	adventure/zona.md	zona	Сергей Чурсанов	Евгений Кузниченко	https://lordbss.narod.ru/pmk149.html	game	adventure	classic	lordbss	
arcade/asteroid.txt	arcade/asteroid.md	asteroid	С. И. Пономарёв		https://lordbss.narod.ru/pmk239.html	game	arcade	classic;space	lordbss	
arcade/block-out.txt	arcade/block-out.md	Block Out	С. Андрианов		https://lordbss.narod.ru/pmk127.html	game	arcade	classic	lordbss	
arcade/bosconien.txt	arcade/bosconien.md	Bosconien	Владимир Трофимчук	Евгений Кузниченко	https://lordbss.narod.ru/pmk56.html	game	arcade	classic	lordbss	
arcade/crazy-fly-dolgushin-notebook.txt	arcade/crazy-fly-dolgushin-notebook.md	CRAZY FLY	Александр Долгушин		https://vk.com/wall-115251268_97; тетрадь Александра Долгушина "Мои игры МК-61", Рисунок (20).jpg; Рисунок (21).jpg; Рисунок (97).jpg: указание авторства	game	arcade	manuscript	dolgushin-notebook	
arcade/duck-dolgushin-notebook.txt	arcade/duck-dolgushin-notebook.md	DUCK	Александр Долгушин		https://vk.com/wall-115251268_97; тетрадь Александра Долгушина "Мои игры МК-61", Рисунок (31).jpg; Рисунок (32).jpg; Рисунок (33).jpg; Рисунок (97).jpg: указание авторства	game	arcade	manuscript	dolgushin-notebook	
arcade/electronic-fortune-teller.txt	arcade/electronic-fortune-teller.md	Electronic Fortune-Teller			Техника-молодежи, 1985-07	game	arcade	classic;magazine	tekhnika-molodezhi	
arcade/lovkach-video.txt	arcade/lovkach-video.md	lovkach-video	Сергей Чурсанов	Евгений Кузниченко	https://lordbss.narod.ru/pmk161.html	game	arcade	classic	lordbss	
arcade/lovkach.txt	arcade/lovkach.md	lovkach	Владимир Лазарев	Евгений Кузниченко	https://lordbss.narod.ru/pmk160.html	game	arcade	classic	lordbss	
arcade/papago.txt	arcade/papago.md	papago	Владимир Трофимчук	Евгений Кузниченко	https://lordbss.narod.ru/pmk158.html	game	arcade	classic	lordbss	
arcade/pi-cho-variant.txt	arcade/pi-cho-variant.md	Пи-чо			https://xvadim.github.io/xbasoft/pmk/pi-cho.zip	game	arcade	variant		
arcade/pi-cho.txt	arcade/pi-cho.md	pi-cho	А. В. Раков		Техника-молодежи, 1988-07	game	arcade	classic;magazine	tekhnika-molodezhi	
arcade/safari.txt	arcade/safari.md	safari	Сергей Чурсанов	Евгений Кузниченко	https://lordbss.narod.ru/pmk180.html	game	arcade	classic	lordbss	
arcade/skala.txt	arcade/skala.md	skala	С. И. Пономарёв		https://lordbss.narod.ru/pmk189.html	game	arcade	classic	lordbss	
arcade/teenage-mutant-ninja-turtles-dolgushin-notebook-2.txt	arcade/teenage-mutant-ninja-turtles-dolgushin-notebook-2.md	TEENAGE-MUTANT NINJA TURTLES	Александр Долгушин		https://vk.com/wall-115251268_126; ручная перепечатка пользователя из второй тетради Александра Долгушина "Мои игры МК-61", программа 59, Рисунок (20).jpg; Рисунок (21).jpg; Рисунок (22).jpg; Рисунок (23).jpg; Рисунок (24).jpg	game	arcade	manuscript	dolgushin-notebook	
arcade/tetris-lordbss.txt	arcade/tetris-lordbss.md	tetris	Дмитрий Моргунов	Евгений Кузниченко	https://lordbss.narod.ru/pmk125.html	game	arcade	classic	lordbss	
arcade/tetris.txt	arcade/tetris.md	tetris	Александр Михолап	Евгений Кузниченко	https://lordbss.narod.ru/pmk121.html	game	arcade	classic	lordbss	
arcade/tom-i-dzherri-2.txt	arcade/tom-i-dzherri-2.md	tom i dzherri-2	Евгений Кузниченко	Евгений Кузниченко	https://lordbss.narod.ru/pmk72.html	game	arcade	classic	lordbss	tom-and-jerry
arcade/tom-i-dzherri-3.txt	arcade/tom-i-dzherri-3.md	tom i dzherri 3			https://sergeanvarov.github.io/russian/mk61/games/%D1%82%D0%BE%D0%BC%20%D0%B8%20%D0%B4%D0%B6%D0%B5%D1%80%D1%80%D0%B8%203/%D1%82%D0%BE%D0%BC%20%D0%B8%20%D0%B4%D0%B6%D0%B5%D1%80%D1%80%D0%B8%203.html	game	arcade		anvarov	tom-and-jerry
arcade/tom-i-dzherri.txt	arcade/tom-i-dzherri.md	tom i dzherri	В. Бычков, Евгений Кузниченко		https://lordbss.narod.ru/pmk71.html	game	arcade	classic	lordbss	tom-and-jerry
arcade/toti.txt	arcade/toti.md	Toti	Александр Михолап	Евгений Кузниченко	https://lordbss.narod.ru/pmk155.html	game	arcade	classic	lordbss	
arcade/turtles.txt	arcade/turtles.md	Turtles	Андрей Ивушкин	Евгений Кузниченко	https://lordbss.narod.ru/pmk251.html	game	arcade	classic;vs-calculator	lordbss	
arcade/v-oblake-asteroidov.txt	arcade/v-oblake-asteroidov.md	v oblake asteroidov	А. Пирожков		https://lordbss.narod.ru/pmk106.html	game	arcade	classic;space	lordbss	
arcade/vodnaya-zmeya.txt	arcade/vodnaya-zmeya.md	vodnaya zmeya	Сергей Шинкевич	Евгений Кузниченко	https://lordbss.narod.ru/pmk237.html	game	arcade	classic	lordbss	
arcade/vorishka-video.txt	arcade/vorishka-video.md	vorishka-video	Владимир Трофимчук	Евгений Кузниченко	https://lordbss.narod.ru/pmk162.html	game	arcade	classic	lordbss	
arcade/zhonglyor-i-sharik.txt	arcade/zhonglyor-i-sharik.md	Жонглёр и шарик	М. Шарий, Н. Узденников		А. Б. Бойко, Игры с микрокалькулятором, Математика, кибернетика, 1987, № 11	game	arcade			
educational/99-bottles.txt	educational/99-bottles.md	99 бутылок	Евгений Степанищев	Евгений Кузниченко	https://bolknote.ru/all/4418/	experiment	educational			
educational/arithmetic.txt	educational/arithmetic.md	Arithmetic	illi4		https://habr.com/ru/articles/125484/	trainer	educational			
educational/brounovskoe-dvizhenie-romanovsky-1989.txt	educational/brounovskoe-dvizhenie-romanovsky-1989.md	Броуновское движение	Т. Б. Романовский		Т. Б. Романовский, Микрокалькуляторы в рассказах и играх, Киев: Радянська школа, 1989, с. 212	experiment	educational	book;classic	romanovsky-1989	
educational/kon-tiki-multfilm.txt	educational/kon-tiki-multfilm.md	Kon-Tiki: Multfilm	Михаил Пухов		https://web.archive.org/web/20110926111029id_/http://epizodsspace.no-ip.org/bibl/tm/1985/12/put.html	experiment	educational	space		kon-tiki
educational/markov-machine.txt	educational/markov-machine.md	Markov Machine	Русский		https://pmk.arbinada.com/category/00960.html	experiment	educational			
educational/memory-training-1m.txt	educational/memory-training-1m.md	Memory Training 1M	illi4		https://habr.com/ru/articles/125484/	trainer	educational			
educational/memory-training.txt	educational/memory-training.md	Memory Training	illi4		https://habr.com/ru/articles/125484/	trainer	educational			
educational/multfilm-dolgushin-bloknot.txt	educational/multfilm-dolgushin-bloknot.md	Мультфильм	Кирилл Котин		https://vk.com/wall-115251268_134; блокнот Александра Долгушина, страницы 15.jpg-17.jpg; ручная перепечатка пользователя	experiment	educational	manuscript	dolgushin-notebook	
educational/multfilm-na-indikatore.txt	educational/multfilm-na-indikatore.md	Мультфильм на индикаторе	Кирилл Котин		Наука и жизнь, 1989-06	experiment	educational			
educational/naberi-chet.txt	educational/naberi-chet.md	Набери чёт	Сергей Храмов		PDF "Набери чёт", 2022	trainer	educational			
educational/obshchitelny-li-vy-chelovek-gaishtut-1988.txt	educational/obshchitelny-li-vy-chelovek-gaishtut-1988.md	Общительный ли вы человек?			А. Г. Гайштут, Калькулятор - твой помощник и соперник в играх, 1988, с. 234-235.	experiment	educational	book;classic	gaishtut-1988	
educational/operatsionnaya-sistema-es-1840.txt	educational/operatsionnaya-sistema-es-1840.md	Операционная система ЕС-1840	не установлен		[видео Александра Долгушина во VK](https://vk.com/wall-115251268_81)	experiment	educational			
educational/oplata-scheta.txt	educational/oplata-scheta.md	Оплата счета	И. Д. Данилов, Г. В. Славин		И. Д. Данилов, Г. В. Славин, 5 вечеров с микрокалькулятором	trainer	educational			
educational/paradoks-mnogougolnikov-1-kibernetika-1986.txt	educational/paradoks-mnogougolnikov-1-kibernetika-1986.md	Парадокс описанных многоугольников I	коллектив авторов		Кибернетика. Микрокалькуляторы в играх и задачах, 1986, с. 74	experiment	educational	book;classic	kibernetika-1986	
educational/paradoks-mnogougolnikov-2-kibernetika-1986.txt	educational/paradoks-mnogougolnikov-2-kibernetika-1986.md	Парадокс описанных многоугольников II	коллектив авторов		Кибернетика. Микрокалькуляторы в играх и задачах, 1986, с. 74	experiment	educational	book;classic	kibernetika-1986	
educational/povtori-chislo.txt	educational/povtori-chislo.md	Повтори число	И. Д. Данилов, Г. В. Славин		И. Д. Данилов, Г. В. Славин, 5 вечеров с микрокалькулятором	trainer	educational			
educational/povtori-tsifru.txt	educational/povtori-tsifru.md	Повтори цифру	И. Д. Данилов, Г. В. Славин		И. Д. Данилов, Г. В. Славин, 5 вечеров с микрокалькулятором	trainer	educational			
educational/programma-dlya-testirovaniya-romanovsky-1989.txt	educational/programma-dlya-testirovaniya-romanovsky-1989.md	Программа для тестирования	Т. Б. Романовский		Т. Б. Романовский, Микрокалькуляторы в рассказах и играх, Киев: Радянська школа, 1989, с. 217-218	experiment	educational	book;classic	romanovsky-1989	
educational/risovanie-romanovsky-1989.txt	educational/risovanie-romanovsky-1989.md	Рисование	Т. Б. Романовский		Т. Б. Романовский, Микрокалькуляторы в рассказах и играх, Киев: Радянська школа, 1989, с. 216	experiment	educational	book;classic	romanovsky-1989	
educational/soschitay-v-ume.txt	educational/soschitay-v-ume.md	Сосчитай в уме	И. Д. Данилов, Г. В. Славин		И. Д. Данилов, Г. В. Славин, 5 вечеров с микрокалькулятором	trainer	educational			
educational/trenirovka-pamyati-anvarov.txt	educational/trenirovka-pamyati-anvarov.md	Тренировка памяти			https://xvadim.github.io/xbasoft/pmk/mem_training2.zip	trainer	educational			
educational/trenirovka-pamyati-kibernetika-1986.txt	educational/trenirovka-pamyati-kibernetika-1986.md	Тренировка памяти	коллектив авторов		Кибернетика. Микрокалькуляторы в играх и задачах, 1986, с. 13-16	trainer	educational	book;classic	kibernetika-1986	
educational/trenirovka-pamyati.txt	educational/trenirovka-pamyati.md	Тренировка памяти			https://xvadim.github.io/xbasoft/pmk/mem_training.zip	trainer	educational			
educational/tsifra-kibernetika-1986.txt	educational/tsifra-kibernetika-1986.md	Цифра	коллектив авторов		Кибернетика. Микрокалькуляторы в играх и задачах, 1986, с. 6	trainer	educational	book;classic	kibernetika-1986	
educational/umeete-li-vy-slushat-gaishtut-1988.txt	educational/umeete-li-vy-slushat-gaishtut-1988.md	Умеете ли вы слушать?			А. Г. Гайштут, Калькулятор - твой помощник и соперник в играх, 1988, с. 240.	experiment	educational	book;classic	gaishtut-1988	
educational/ustnyy-schet-kibernetika-1986.txt	educational/ustnyy-schet-kibernetika-1986.md	Устный счет	коллектив авторов		Кибернетика. Микрокалькуляторы в играх и задачах, 1986, с. 16-18	trainer	educational	book;classic	kibernetika-1986	
educational/vosem-tsifr-v-ume.txt	educational/vosem-tsifr-v-ume.md	Восемь цифр в уме	автор не указан		А. Б. Бойко, Игры с микрокалькулятором, Математика, кибернетика, 1987, № 11	trainer	educational			
gambling/black-jack-dolgushin-notebook.txt	gambling/black-jack-dolgushin-notebook.md	BLACK JACK	Александр Долгушин		https://vk.com/wall-115251268_97; тетрадь Александра Долгушина "Мои игры МК-61", Рисунок (86).jpg; Рисунок (87).jpg; Рисунок (88).jpg; Рисунок (97).jpg: указание авторства	game	gambling	manuscript	dolgushin-notebook	
gambling/faraon.txt	gambling/faraon.md	faraon	Сергей Чурсанов	Евгений Кузниченко	https://lordbss.narod.ru/pmk193.html	game	gambling	classic	lordbss	
gambling/fortune-dolgushin-notebook.txt	gambling/fortune-dolgushin-notebook.md	FORTUNE	Александр Долгушин		https://vk.com/wall-115251268_97; тетрадь Александра Долгушина "Мои игры МК-61", Рисунок (64).jpg; Рисунок (65).jpg; Рисунок (66).jpg; Рисунок (97).jpg: указание авторства	game	gambling	manuscript	dolgushin-notebook	
gambling/game-100-pig.txt	gambling/game-100-pig.md	Игра 100 (свинья) вдвоём с ПМК			https://sergeanvarov.github.io/russian/mk61/games/100/100.html	game	gambling	vs-calculator	anvarov	
gambling/igra-100-svinya-serge4mk-v2.txt	gambling/igra-100-svinya-serge4mk-v2.md	igra 100 svinya serge4mk v2	serge4mk	С. Р. Анваров	https://4pda.to/forum/index.php?showtopic=748847&view=findpost&p=104380011	game	gambling	vs-calculator		
gambling/igra-100-svinya-serge4mk.txt	gambling/igra-100-svinya-serge4mk.md	igra 100 svinya igrok protiv pmk	serge4mk			game	gambling	vs-calculator		
gambling/igralnyy-avtomat.txt	gambling/igralnyy-avtomat.md	igralnyy avtomat	автор неизвестен	Евгений Кузниченко	https://lordbss.narod.ru/pmk156.html	game	gambling	classic	lordbss	
gambling/jack-pot.txt	gambling/jack-pot.md	Jack Pot	Константин Сергеев	Евгений Кузниченко	https://lordbss.narod.ru/pmk151.html	game	gambling	classic	lordbss	
gambling/karusel-loto-gaishtut-1988.txt	gambling/karusel-loto-gaishtut-1988.md	Карусель-лото			А. Г. Гайштут, Калькулятор - твой помощник и соперник в играх, 1988, с. 141-143.	game	gambling	book;classic	gaishtut-1988	
gambling/kazino.txt	gambling/kazino.md	kazino	Евгений Кузниченко	Евгений Кузниченко	https://lordbss.narod.ru/pmk01.html	game	gambling	classic	lordbss	
gambling/klondayk-dolgushin-notebook.txt	gambling/klondayk-dolgushin-notebook.md	Клондайк	А. Щекалев		https://vk.com/wall-115251268_97; тетрадь Александра Долгушина "Мои игры МК-61", Рисунок (36).jpg; Рисунок (37).jpg; Рисунок (38).jpg	game	gambling	manuscript	dolgushin-notebook	klondike
gambling/klondayk.txt	gambling/klondayk.md	klondayk	А. Щекалев		https://lordbss.narod.ru/pmk143.html	game	gambling	classic	lordbss	klondike
gambling/loterei-kubik-orel-reshka-renat-notebook.txt	gambling/loterei-kubik-orel-reshka-renat-notebook.md	Лотереи: кубик, перебор, орёл-решка с заданной вероятностью	автор неизвестен		тетрадь Рената Менькова "Мои игры МК-61 (Тетрадь 2)", Рисунок (14).jpg	game	gambling	manuscript	renat-menkov-notebook	
gambling/lotereya-2000-dolgushin-notebook.txt	gambling/lotereya-2000-dolgushin-notebook.md	Лотерея 2000	Александр Долгушин		https://vk.com/wall-115251268_97; тетрадь Александра Долгушина "Мои игры МК-61", Рисунок (82).jpg; Рисунок (83).jpg; Рисунок (97).jpg: указание авторства	game	gambling	manuscript	dolgushin-notebook	
gambling/lotereya-renat-notebook.txt	gambling/lotereya-renat-notebook.md	Лотерея	автор неизвестен		тетрадь Рената Менькова "Мои игры МК-61 (Тетрадь 2)", Рисунок (8).jpg	game	gambling	manuscript	renat-menkov-notebook	
gambling/monte-karlo.txt	gambling/monte-karlo.md	monte-karlo	Анатолий Кондратьев	Евгений Кузниченко	https://lordbss.narod.ru/pmk54.html	game	gambling	classic	lordbss	
gambling/ochko.txt	gambling/ochko.md	ochko	Евгений Кузниченко	Евгений Кузниченко	https://lordbss.narod.ru/pmk150.html	game	gambling	classic	lordbss	
gambling/poker-m-c.txt	gambling/poker-m-c.md	poker M-C	Анатолий Кондратьев	Евгений Кузниченко	https://lordbss.narod.ru/pmk19.html	game	gambling	classic	lordbss	
gambling/poker.txt	gambling/poker.md	poker	А. Нилин		https://lordbss.narod.ru/pmk157.html	game	gambling	classic	lordbss	
gambling/ruletka.txt	gambling/ruletka.md	ruletka	Михаил Лялин	Евгений Кузниченко	https://lordbss.narod.ru/pmk148.html	game	gambling	classic	lordbss	
gambling/sportloto-model-5-of-36.txt	gambling/sportloto-model-5-of-36.md	Sportloto Model	L. M. Fink		Финк Л.М., Папа, мама, я и микрокалькулятор (1988)	game	gambling	book;classic	fink-1988	
gambling/the-dice.txt	gambling/the-dice.md	The Dice	Константин Сергеев	Евгений Кузниченко	https://lordbss.narod.ru/pmk153.html	game	gambling	classic	lordbss	
gambling/totalizator.txt	gambling/totalizator.md	totalizator	автор неизвестен	Евгений Кузниченко	https://lordbss.narod.ru/pmk154.html	game	gambling	classic	lordbss	
logic/bash-game.txt	logic/bash-game.md	Bash Game	L. M. Fink		Финк Л.М., Папа, мама, я и микрокалькулятор (1988)	game	logic	book;classic	fink-1988	
logic/bolshe-menshe-gaishtut-1988.txt	logic/bolshe-menshe-gaishtut-1988.md	Больше - меньше			А. Г. Гайштут, Калькулятор - твой помощник и соперник в играх, 1988, с. 227-228.	game	logic	book;classic	gaishtut-1988	
logic/bulls-and-cows-2.txt	logic/bulls-and-cows-2.md	Bulls and Cows 2	illi4		https://habr.com/ru/articles/125484/	game	logic			
logic/byki-i-korovy-geocities.txt	logic/byki-i-korovy-geocities.md	Быки и коровы (GeoCities)			https://web.archive.org/web/20091020001857/http://geocities.com/CapeCanaveral/Hall/5525/Mmind/bcprogru.htm	game	logic		geocities-bulatov	
logic/byki-i-korovy.txt	logic/byki-i-korovy.md	Быки и коровы			https://xvadim.github.io/xbasoft/pmk/bullscows.zip	game	logic			
logic/chempion.txt	logic/chempion.md	chempion	КЭИ		Техника-молодежи, 1986-11	game	logic	classic;magazine	tekhnika-molodezhi	
logic/chet-nechet-3.txt	logic/chet-nechet-3.md	Чёт-нечёт-3			https://xvadim.github.io/xbasoft/pmk/chnch3.zip	game	logic			odd-even
logic/chet-nechet-danilov-slavin.txt	logic/chet-nechet-danilov-slavin.md	Чет-нечет	И. Д. Данилов, Г. В. Славин		И. Д. Данилов, Г. В. Славин, 5 вечеров с микрокалькулятором	game	logic			odd-even
logic/chet-nechet-dolgushin-notebook.txt	logic/chet-nechet-dolgushin-notebook.md	Чёт-нечёт	автор неизвестен		https://vk.com/wall-115251268_97; тетрадь Александра Долгушина "Мои игры МК-61", Рисунок (15).jpg; Рисунок (16).jpg	game	logic	manuscript	dolgushin-notebook	odd-even
logic/chet-nechet-kibernetika-1986.txt	logic/chet-nechet-kibernetika-1986.md	Чет-нечет	коллектив авторов		Кибернетика. Микрокалькуляторы в играх и задачах, 1986, с. 154	game	logic	book;classic	kibernetika-1986	odd-even
logic/chisla-po-krugu.txt	logic/chisla-po-krugu.md	Числа по кругу	И. Д. Данилов, Г. В. Славин		И. Д. Данилов, Г. В. Славин, 5 вечеров с микрокалькулятором	game	logic			
logic/chyornyy-yashchik.txt	logic/chyornyy-yashchik.md	chyornyy yashchik	Михаил Лялин	Евгений Кузниченко	https://lordbss.narod.ru/pmk152.html	game	logic	classic	lordbss	
logic/correspondence-chess.txt	logic/correspondence-chess.md	Correspondence Chess	Николай Авдеев	Евгений Кузниченко	http://arbinada.ddns.net/pmk-files/magazines/%D0%A2%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B0%20%D0%BC%D0%BE%D0%BB%D0%BE%D0%B4%D0%B5%D0%B6%D0%B8%201985-1988%20%D0%9F%D0%9C%D0%9A.zip	game	logic	classic;magazine	tekhnika-molodezhi	
logic/domino-vunderkind.txt	logic/domino-vunderkind.md	domino-vunderkind	С. Беляев		https://lordbss.narod.ru/pmk249.html	game	logic	classic	lordbss	
logic/dvoynik-bashe-gaishtut-1988.txt	logic/dvoynik-bashe-gaishtut-1988.md	Игра "Двойник Баше"			А. Г. Гайштут, Калькулятор - твой помощник и соперник в играх, 1988, с. 223.	game	logic	book;classic	gaishtut-1988	
logic/elektronnyy-ring.txt	logic/elektronnyy-ring.md	elektronnyy ring	Виктор Распопов	Евгений Кузниченко	https://lordbss.narod.ru/pmk233.html	game	logic	classic	lordbss	
logic/elektronnyy-sopernik.txt	logic/elektronnyy-sopernik.md	elektronnyy sopernik	Сергей Кузнецов, Виктор Распопов		https://lordbss.narod.ru/pmk234.html	game	logic	classic	lordbss	
logic/fourteen-pawns.txt	logic/fourteen-pawns.md	Fourteen Pawns	st		https://pmk.arbinada.com/category/01085.html	game	logic			
logic/fox-hunt-100.txt	logic/fox-hunt-100.md	Охота на лис 100			https://sergeanvarov.github.io/russian/mk61/games/%D0%BE%D1%85%D0%BE%D1%82%D0%B0%20%D0%BD%D0%B0%20%D0%BB%D0%B8%D1%81%20100/%D0%BE%D1%85%D0%BE%D1%82%D0%B0%20%D0%BD%D0%B0%20%D0%BB%D0%B8%D1%81%20100.html	game	logic		anvarov	fox-hunt
logic/fox-hunt-mk61.txt	logic/fox-hunt-mk61.md	Охота на лис (вариант для МК-61)	автор варианта неизвестен		https://monatkodenis.blogspot.com/2014/01/blog-post.html	game	logic	variant	geocities-bulatov	fox-hunt
logic/geks-gaishtut-1988.txt	logic/geks-gaishtut-1988.md	Гекс			А. Г. Гайштут, Калькулятор - твой помощник и соперник в играх, 1988, с. 215.	game	logic	book;classic	gaishtut-1988	
logic/hanoyskaya-bashnya-karabanov.txt	logic/hanoyskaya-bashnya-karabanov.md	Ханойская башня, вариант Ю. Карабанова	Ю. Карабанов		Наука и жизнь, 1989-12	game	logic	variant		
logic/hanoyskaya-bashnya-khmelyuk.txt	logic/hanoyskaya-bashnya-khmelyuk.md	Ханойская башня, вариант В. Хмелюка	В. Хмелюк		Наука и жизнь, 1989-12	game	logic	variant		
